record_id,borrower_id,borrower_name,segment,constitution,sector,geography,business_vintage_years,loan_type,sanctioned_limit,outstanding_amount,collateral_available,CGTMSE_flag,cluster_id,anchor_buyer_id,obs_month,current_dpd,max_dpd_last_12m,emi_bounce_count_6m,cheque_return_count_6m,si_ecs_bounce_count_6m,repayment_regularity_score,cc_utilization_avg_3m,cc_utilization_avg_6m,cc_utilization_volatility,drawing_power_decline_pct,overdue_days_trend,SMA_status,gst_turnover_12m,gst_turnover_growth_yoy,gst_filing_delay_count_6m,gstr1_vs_3b_mismatch_pct,itc_to_sales_ratio,nil_return_count_12m,sudden_turnover_spike_flag,gst_registration_age_years,gst_status,buyer_concentration_top2_pct,supplier_concentration_top2_pct,eway_bill_mismatch_flag,avg_monthly_bank_credit_6m,avg_monthly_bank_debit_6m,bank_credit_to_gst_sales_ratio,cash_deposit_ratio,avg_monthly_balance,inward_return_count_6m,outward_return_count_6m,upi_pos_collection_ratio,cashflow_volatility_score,debt_service_coverage_proxy,monthly_surplus_ratio,bureau_score,bureau_enquiry_count_3m,existing_loan_count,total_obligation,unsecured_loan_exposure,bureau_dpd_last_12m,credit_vintage_years,epfo_employee_count,epfo_employee_count_change_6m,salary_payment_regularity_score,cam_remarks,fi_remarks,rcu_remarks,collection_remarks,stock_inspection_remarks,stress_12m,growth_need_12m
REC0015256,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,0,4,15,1,1,3,73.2,54.0,71.8,13.19,14.4,1.2,SMA-0,7745401.0,-10.5,1,12.3,0.715,1,0,5.6,Active,75.9,53.4,0,363485.0,345834.0,0.563,0.38,13088.0,3,0,0.088,62.1,0.84,-0.114,621,2,3,3659498.0,2505761.0,14,5.6,39,-27.5,57.4,declining turnover trend observed; repayment track record satisfactory.,unit operations appear scaled down; field investigation found no adverse observation; frequent promise to pay noted.,documents verified genuine.,borrower proactively regularised dues; part payment received after repeated follow up.,stock not matching book records.,0,0
REC0015257,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,1,1,7,1,1,2,72.8,78.0,86.1,15.23,14.2,0.3,SMA-0,5108093.0,-11.4,0,17.1,0.766,0,0,5.8,Active,73.2,62.0,0,211553.0,191399.0,0.497,0.437,6849.0,0,0,0.02,54.2,0.98,-0.337,606,7,2,2066627.0,1016796.0,9,4.7,3,-32.4,57.4,related party transactions suspected.,stock levels found adequate; frequent promise to pay noted; unit operations appear scaled down.,common email id linked to multiple applicants.,part payment received after repeated follow up; EMI realised on due date; borrower unreachable on registered number.,stock audit found no discrepancy; obsolete stock observed during inspection.,1,0
REC0015258,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,2,3,15,2,1,2,71.2,81.2,86.6,16.67,23.6,5.6,SMA-0,7560158.0,-4.8,0,17.0,0.845,1,0,5.5,Active,88.3,66.0,0,284650.0,290296.0,0.452,0.518,4772.0,0,0,0.106,72.8,1.0,-0.132,506,4,2,2504833.0,1231052.0,15,4.6,3,-23.0,43.8,related party transactions suspected.,shop found closed during visit.,address verification inconclusive.,borrower unreachable on registered number; cheque returned for insufficient funds.,stock not matching book records; obsolete stock observed during inspection.,0,0
REC0015259,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,3,0,12,3,0,2,60.2,81.6,100.3,12.46,15.4,3.7,Standard,5216748.0,-14.1,3,23.6,0.937,2,0,5.5,Suspended,57.2,49.9,0,283639.0,250423.0,0.652,0.424,500.0,0,1,0.033,67.2,0.7,-0.238,544,8,1,3884307.0,1268151.0,11,5.8,3,-20.8,67.9,repayment track record satisfactory; declining turnover trend observed.,shop found closed during visit; technical report indicates property access issue.,RCU noted common mobile number with other entities.,cheque returned for insufficient funds.,stock verification could not be completed; stock audit found no discrepancy.,0,0
REC0015260,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,4,1,15,2,1,4,64.9,87.6,80.3,17.91,15.3,7.4,SMA-0,12499524.0,-27.8,0,23.8,0.96,0,1,5.8,Active,75.1,67.4,0,632600.0,610527.0,0.607,0.724,500.0,1,0,0.124,70.7,0.29,-0.252,520,8,1,1969331.0,1039562.0,16,4.6,42,-22.3,58.6,declining turnover trend observed; promoter diverting funds to group entity suspected.,stock levels found adequate; frequent promise to pay noted.,no linkage with other defaulting entities found; address verification inconclusive.,EMI realised on due date.,stock verified and found adequate.,0,0
REC0015261,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,5,2,19,4,2,0,58.1,78.2,61.5,22.94,21.6,5.2,SMA-0,9663997.0,-24.9,0,23.8,0.876,1,0,5.5,Active,32.3,69.2,0,431066.0,384422.0,0.535,0.583,500.0,0,2,0.137,74.2,0.19,-0.211,479,4,3,2931054.0,2210906.0,21,3.8,49,-36.2,48.3,business running satisfactorily; declining turnover trend observed.,unit operational with visible activity.,discrepancy noted in KYC documents.,no follow up required this month.,stock ageing beyond acceptable limits.,1,0
REC0015262,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,6,9,24,4,4,5,45.0,103.4,89.7,27.85,22.3,2.6,SMA-0,6172823.0,-31.6,3,27.8,1.0,3,0,6.0,Active,75.2,72.9,1,186991.0,164553.0,0.364,0.858,500.0,2,1,0.02,78.9,0.11,-0.31,441,19,3,921656.0,650342.0,23,5.0,4,-32.4,30.5,declining turnover trend observed; adequate liquidity maintained.,technical report indicates property access issue; frequent promise to pay noted.,RCU noted common mobile number with other entities; address verification inconclusive.,borrower unreachable on registered number; cheque returned for insufficient funds.,obsolete stock observed during inspection; stock not matching book records.,0,0
REC0015263,B101907,MSME Enterprise 01907,Trader,Proprietorship,Textile,Vadodara,6.2,Cash Credit,3767969.0,1552008.0,Yes,No,Textile-Vadodara,Textile-Vadodara-BUYER2,7,6,24,2,3,3,55.5,111.1,106.6,24.15,30.2,2.1,SMA-0,7635686.0,-16.2,3,29.8,0.915,4,1,5.3,Suspended,95.4,75.8,0,320215.0,274583.0,0.503,0.599,500.0,1,2,0.177,90.7,0.19,-0.435,439,8,7,1340509.0,925545.0,25,5.4,9,-39.6,32.5,related party transactions suspected; promoter diverting funds to group entity suspected.,shop found closed during visit; unit operations appear scaled down.,discrepancy noted in KYC documents.,frequent promise to pay; borrower unreachable on registered number.,stock not matching book records; stock audit found no discrepancy.,0,0
REC0015264,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,0,0,3,1,0,0,100.0,25.7,42.6,10.88,11.8,-4.0,Standard,8033120.0,7.2,0,1.0,0.648,0,0,7.6,Active,34.0,42.3,0,512055.0,517458.0,0.765,0.285,15088.0,0,1,0.431,25.9,1.23,0.191,774,1,2,1436778.0,18719.0,6,5.9,4,0.6,90.5,repayment track record satisfactory.,stock levels found adequate.,common email id linked to multiple applicants.,frequent promise to pay.,inventory levels healthy and moving.,0,0
REC0015265,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,1,0,1,0,0,1,100.0,33.7,32.6,6.78,-3.4,-3.3,Standard,6725724.0,10.1,0,2.9,0.63,0,0,7.5,Active,24.2,35.9,0,378909.0,345029.0,0.676,0.307,28779.0,0,0,0.198,7.3,1.47,0.285,733,0,3,1182718.0,325734.0,2,7.1,5,5.2,83.2,repayment track record satisfactory.,business premises verified and active.,no adverse RCU observation.,repayment conduct satisfactory.,inventory levels healthy and moving.,0,0
REC0015266,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,2,0,4,1,1,0,97.6,43.4,32.7,8.04,8.0,-1.2,Standard,4249326.0,-9.2,0,0.0,0.584,0,0,8.8,Active,28.9,13.2,0,323287.0,322842.0,0.913,0.02,33772.0,1,0,0.43,26.8,0.8,0.121,614,1,0,2081601.0,377897.0,5,8.4,7,7.3,88.0,business running satisfactorily.,business premises verified and active.,no adverse RCU observation.,repayment conduct satisfactory.,stock audit found no discrepancy.,0,0
REC0015267,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,3,0,0,1,0,0,100.0,50.0,31.0,6.88,-1.3,-1.2,Standard,3361956.0,21.2,1,0.5,0.687,2,0,8.0,Active,48.0,23.2,0,208716.0,176860.0,0.745,0.105,6538.0,0,2,0.468,22.2,1.13,0.151,739,1,0,1238641.0,199196.0,1,5.8,36,-3.5,100.0,repayment track record satisfactory.,stock levels found adequate.,discrepancy noted in KYC documents.,no follow up required this month.,inventory levels healthy and moving.,0,0
REC0015268,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,4,0,1,1,1,1,100.0,65.5,31.7,6.39,11.2,-0.3,Standard,7104333.0,1.8,0,8.7,0.456,0,0,7.5,Active,8.0,28.2,0,616634.0,579899.0,1.042,0.376,30045.0,0,0,0.26,32.7,1.37,0.095,663,0,4,1152863.0,30803.0,0,8.4,3,-2.1,84.7,financials in line with projections.,stock levels found adequate.,no linkage with other defaulting entities found.,borrower proactively regularised dues.,stock statement matches book records.,0,0
REC0015269,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,5,0,4,0,0,0,100.0,52.4,42.8,3.28,5.2,2.5,Standard,3199639.0,3.3,0,4.7,0.699,0,1,8.6,Active,30.3,32.4,0,262833.0,210934.0,0.986,0.19,18058.0,0,0,0.53,23.2,1.19,-0.08,714,0,3,2152440.0,379595.0,3,5.8,11,5.9,87.9,repayment track record satisfactory.,stock levels found adequate; frequent promise to pay noted.,documents verified genuine.,repayment conduct satisfactory.,inventory levels healthy and moving.,0,1
REC0015270,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,6,0,2,0,0,1,100.0,35.3,42.8,2.82,12.6,-3.7,Standard,8025687.0,0.7,0,0.0,0.819,3,0,8.8,Active,42.5,16.3,0,550861.0,506469.0,0.824,0.118,45470.0,0,0,0.498,19.5,1.15,0.144,658,2,0,1492147.0,303060.0,4,6.2,38,-7.1,92.5,buyer base concentrated with top two buyers.,field investigation found no adverse observation.,identity and address cross-verified.,borrower unreachable on registered number.,inventory levels healthy and moving.,0,0
REC0015271,B101908,MSME Enterprise 01908,Existing,Proprietorship,Gems & Jewellery,Mumbai,8.8,Term Loan,2428772.0,1223369.0,Yes,No,Gems & Jewellery-Mumbai,Gems & Jewellery-Mumbai-BUYER3,7,0,0,0,0,0,100.0,23.8,20.3,12.61,-10.0,1.8,Standard,7263434.0,17.4,0,0.0,0.413,0,0,8.7,Active,28.3,46.3,0,474124.0,500194.0,0.783,0.02,8124.0,0,0,0.481,12.7,1.39,0.082,810,3,0,1239625.0,133248.0,0,5.8,49,0.1,87.8,business running satisfactorily.,business premises verified and active.,no linkage with other defaulting entities found.,EMI realised on due date.,stock verified and found adequate.,0,0
REC0015272,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,0,0,0,1,0,0,100.0,26.3,29.4,3.09,7.7,-0.6,Standard,627451.0,22.1,0,12.5,0.537,0,0,8.7,Active,47.9,50.8,0,29821.0,29025.0,0.57,0.19,1630.0,0,0,0.366,23.6,1.35,0.091,632,0,1,185263.0,39954.0,1,7.5,11,0.4,93.9,repayment track record satisfactory.,unit operational with visible activity.,address verification inconclusive; identity and address cross-verified.,borrower proactively regularised dues.,stock audit found no discrepancy.,0,0
REC0015273,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,1,0,0,0,0,0,100.0,65.7,46.6,5.28,7.1,2.4,Standard,735003.0,25.5,0,9.5,0.451,0,0,8.7,Active,49.8,45.8,0,64838.0,62948.0,1.059,0.159,846.0,0,0,0.466,29.0,0.98,0.026,786,3,1,333977.0,73380.0,0,5.6,18,2.7,93.5,promoter conduct satisfactory.,business premises verified and active.,identity and address cross-verified.,borrower proactively regularised dues.,stock audit found no discrepancy.,0,0
REC0015274,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,2,1,1,1,0,1,96.2,65.6,46.4,6.88,-7.0,-0.8,SMA-0,362559.0,10.9,1,2.6,0.516,0,0,8.2,Active,29.5,25.4,0,17584.0,16414.0,0.582,0.079,500.0,0,1,0.432,8.0,1.5,-0.011,744,3,2,172097.0,0.0,1,7.1,10,-9.7,95.4,adequate liquidity maintained.,shop found closed during visit.,address verification inconclusive.,borrower proactively regularised dues.,stock verified and found adequate.,0,0
REC0015275,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,3,0,4,1,0,1,100.0,45.7,37.2,4.29,-1.9,-7.0,Standard,467853.0,7.7,1,6.5,0.573,0,0,8.8,Active,25.3,36.6,0,30691.0,28393.0,0.787,0.232,3485.0,0,0,0.686,12.1,0.98,0.004,792,0,0,392789.0,29621.0,6,5.5,17,6.5,98.0,repayment track record satisfactory.,stock levels found adequate.,documents verified genuine.,repayment conduct satisfactory.,inventory levels healthy and moving.,0,0
REC0015276,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,4,0,2,1,0,0,100.0,34.4,0.0,9.26,8.7,-0.2,Standard,678361.0,6.7,0,0.0,0.544,1,0,7.6,Active,22.0,42.5,0,47048.0,42669.0,0.832,0.098,3234.0,0,0,0.396,28.7,1.39,-0.081,763,0,1,369816.0,104902.0,4,8.7,10,-1.1,81.4,promoter conduct satisfactory.,unit operational with visible activity.,no adverse RCU observation.,repayment conduct satisfactory.,stock statement matches book records.,0,0
REC0015277,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,5,0,0,0,0,0,100.0,17.0,47.5,7.57,-4.2,-3.4,Standard,784508.0,-5.1,0,0.3,0.472,0,0,8.5,Active,11.2,16.5,0,56211.0,57901.0,0.86,0.174,4913.0,0,0,0.396,15.8,1.26,0.077,739,1,2,194000.0,0.0,2,6.8,21,8.7,76.8,financials in line with projections.,stock levels found adequate.,documents verified genuine.,EMI realised on due date.,stock not matching book records.,0,0
REC0015278,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,6,0,1,0,0,1,100.0,41.5,20.8,5.69,-8.2,-2.2,Standard,493320.0,-8.3,0,0.0,0.624,0,0,7.6,Active,40.6,19.0,0,32804.0,28884.0,0.798,0.247,2094.0,0,0,0.321,34.4,2.51,0.058,755,0,2,232199.0,43273.0,4,8.2,5,18.1,85.1,financials in line with projections; buyer base concentrated with top two buyers.,unit operational with visible activity.,identity and address cross-verified.,repayment conduct satisfactory.,stock verified and found adequate.,0,1
REC0015279,B101909,MSME Enterprise 01909,CGTMSE,Pvt Ltd,Retail,Vadodara,8.9,Cash Credit,300000.0,184193.0,Yes,Yes,Retail-Vadodara,Retail-Vadodara-BUYER3,7,0,2,1,0,0,100.0,21.6,22.9,7.22,2.0,-5.7,Standard,942147.0,29.7,0,5.8,0.49,0,0,8.9,Active,24.5,8.8,0,52948.0,59180.0,0.674,0.02,1368.0,0,0,0.489,22.7,1.5,0.14,775,0,3,154677.0,43755.0,3,5.9,10,-10.1,81.0,repayment track record satisfactory.,unit operational with visible activity.,documents verified genuine; discrepancy noted in KYC documents.,no follow up required this month.,inventory levels healthy and moving.,0,1
REC0015280,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,0,0,6,0,1,1,91.6,74.4,77.1,13.58,2.9,2.3,Standard,9710411.0,-3.4,0,3.1,0.52,0,0,4.7,Active,38.1,37.3,0,538336.0,458418.0,0.665,0.369,17455.0,1,0,0.456,28.6,1.15,-0.132,674,0,2,1545933.0,428636.0,7,5.9,5,5.2,86.2,repayment track record satisfactory.,shop found closed during visit; field investigation found no adverse observation.,no adverse RCU observation.,EMI realised on due date.,stock audit found no discrepancy.,0,0
REC0015281,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,1,0,2,1,0,1,99.5,51.7,38.9,6.86,2.6,-7.5,Standard,4563112.0,2.7,0,6.7,0.558,1,0,5.8,Active,35.4,28.5,0,361256.0,371108.0,0.95,0.23,24271.0,0,1,0.414,17.7,1.1,0.165,700,4,3,2680020.0,170140.0,5,5.3,3,-4.0,85.4,financials in line with projections.,stock levels found adequate.,no linkage with other defaulting entities found.,no follow up required this month.,inventory levels healthy and moving.,0,1
REC0015282,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,2,0,1,0,0,1,100.0,62.5,37.1,9.06,17.1,-2.1,Standard,6789935.0,6.5,0,9.3,0.626,0,0,4.7,Active,37.2,44.6,0,581069.0,536285.0,1.027,0.166,31949.0,0,0,0.579,33.5,0.81,0.313,677,2,2,3220642.0,839476.0,5,3.9,22,1.8,99.8,adequate liquidity maintained.,unit operational with visible activity.,address verification inconclusive; no linkage with other defaulting entities found.,repayment conduct satisfactory.,stock statement matches book records.,0,0
REC0015283,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,3,0,3,0,0,0,100.0,52.8,49.5,7.85,4.8,-7.7,Standard,10333311.0,6.1,0,1.6,0.625,0,1,5.9,Active,29.1,47.1,0,704608.0,633484.0,0.818,0.103,78743.0,1,0,0.34,31.7,1.22,0.077,712,0,1,1842655.0,0.0,3,6.0,18,-1.1,88.4,promoter conduct satisfactory.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,borrower proactively regularised dues; borrower unreachable on registered number.,inventory levels healthy and moving.,0,0
REC0015284,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,4,0,1,0,0,2,100.0,51.0,56.3,5.33,8.0,-2.0,Standard,4858907.0,-8.5,0,0.0,0.273,1,0,5.9,Active,38.7,54.6,0,253691.0,216038.0,0.627,0.302,6789.0,0,0,0.479,28.8,1.49,0.039,781,0,0,3538362.0,821744.0,4,4.1,47,2.3,89.5,promoter conduct satisfactory.,shop found closed during visit.,documents verified genuine.,borrower proactively regularised dues.,stock audit found no discrepancy.,0,0
REC0015285,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,5,0,1,0,0,1,92.9,61.6,36.6,7.33,9.3,-3.2,Standard,11536212.0,11.0,1,10.7,0.675,1,0,4.6,Active,34.0,44.9,0,911054.0,683219.0,0.948,0.161,62156.0,1,2,0.411,27.4,0.97,0.011,786,2,3,3300787.0,0.0,3,5.7,7,6.5,91.0,declining turnover trend observed.,shop found closed during visit.,documents verified genuine.,borrower proactively regularised dues.,inventory levels healthy and moving.,0,0
REC0015286,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,6,0,2,0,0,0,100.0,66.8,27.8,2.8,-2.3,-1.6,Standard,5587215.0,8.9,0,2.4,0.647,0,0,5.0,Active,26.9,35.8,0,464279.0,467504.0,0.997,0.18,48822.0,0,0,0.464,27.0,1.54,0.007,713,1,2,3753645.0,929845.0,4,5.7,19,-5.3,100.0,business running satisfactorily.,field investigation found no adverse observation.,identity and address cross-verified.,part payment received after repeated follow up; borrower proactively regularised dues.,stock not matching book records.,0,1
REC0015287,B101910,MSME Enterprise 01910,Trader,Proprietorship,Retail,Vadodara,6.0,Cash Credit,3441573.0,2009090.0,Yes,No,Retail-Vadodara,Retail-Vadodara-BUYER2,7,0,1,0,0,1,100.0,39.1,31.5,2.62,4.2,-5.3,Standard,5806550.0,16.5,1,7.7,0.643,0,0,5.3,Active,43.2,31.7,0,330549.0,287595.0,0.683,0.131,36053.0,1,1,0.563,20.2,1.44,0.177,790,0,4,3632580.0,1191184.0,2,5.0,5,-17.5,90.6,adequate liquidity maintained.,stock levels found adequate.,documents verified genuine.,repayment conduct satisfactory.,stock audit found no discrepancy.,0,1
REC0015288,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,0,0,10,0,0,1,88.2,80.9,60.3,12.18,23.7,-1.0,Standard,22307824.0,-9.0,2,11.6,0.741,3,0,2.5,Cancelled,52.5,36.0,0,688158.0,661698.0,0.37,0.557,53198.0,1,1,0.112,61.5,0.18,-0.124,643,7,2,2064703.0,883629.0,10,2.3,4,-5.5,59.5,buyer base concentrated with top two buyers.,unit operations appear scaled down.,identity and address cross-verified; RCU noted common mobile number with other entities.,EMI realised on due date.,inventory levels healthy and moving.,0,0
REC0015289,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,1,0,5,2,0,1,80.2,64.8,86.2,11.66,12.9,3.9,Standard,11324296.0,-15.2,1,5.6,0.588,0,0,2.8,Active,29.7,50.2,0,785802.0,761149.0,0.833,0.436,46573.0,0,0,0.445,49.7,1.05,0.099,657,1,2,2634626.0,1445396.0,4,2.2,45,-0.7,90.9,cash flow stress visible; promoter diverting funds to group entity suspected; business running satisfactorily.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,EMI realised on due date; frequent promise to pay.,stock statement matches book records.,0,0
REC0015290,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,2,0,5,0,0,1,95.0,60.6,51.9,12.6,3.2,-5.4,Standard,14903922.0,-21.0,2,7.1,0.688,0,0,1.7,Active,33.0,28.2,0,664856.0,571725.0,0.535,0.289,10641.0,1,0,0.349,40.5,0.54,0.03,589,4,3,846907.0,109607.0,5,2.2,17,-3.2,76.4,business running satisfactorily; promoter diverting funds to group entity suspected.,unit operations appear scaled down.,documents verified genuine; address verification inconclusive; RCU noted common mobile number with other entities.,no follow up required this month.,stock audit found no discrepancy; stock not matching book records.,0,0
REC0015291,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,3,1,7,1,1,1,84.1,74.7,61.3,12.08,13.5,5.0,SMA-0,10033041.0,5.7,0,8.7,0.764,2,0,3.1,Active,38.2,57.0,0,683634.0,657810.0,0.818,0.296,43880.0,0,0,0.361,25.5,1.11,0.036,694,2,1,1034869.0,420471.0,6,3.1,7,-10.2,77.8,promoter conduct satisfactory.,unit operational with visible activity.,no adverse RCU observation.,no follow up required this month.,stock ageing beyond acceptable limits; stock statement matches book records.,0,0
REC0015292,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,4,0,11,0,4,2,84.7,84.3,69.4,14.87,9.4,4.7,Standard,26264854.0,-6.5,2,22.4,0.703,1,0,2.0,Suspended,83.6,55.9,0,1490359.0,1236758.0,0.681,0.486,500.0,0,2,0.294,56.2,1.16,-0.172,508,3,2,1198262.0,790828.0,10,2.7,4,-11.7,63.9,declining turnover trend observed.,stock levels found adequate; unit operations appear scaled down.,documents verified genuine; address verification inconclusive; discrepancy noted in KYC documents.,EMI realised on due date.,stock statement matches book records.,0,0
REC0015293,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,5,1,9,1,0,1,85.1,39.9,74.4,9.46,13.2,2.9,SMA-0,15622859.0,10.1,1,7.0,0.697,0,0,3.1,Active,52.3,29.4,0,895883.0,957448.0,0.688,0.407,52340.0,1,0,0.341,39.8,1.07,0.141,703,1,1,2739465.0,1382916.0,9,2.6,6,-7.0,69.9,repayment track record satisfactory.,unit operational with visible activity.,documents verified genuine.,part payment received after repeated follow up; cheque returned for insufficient funds.,stock ageing beyond acceptable limits.,0,0
REC0015294,B101911,MSME Enterprise 01911,Trader,Pvt Ltd,Services,Rajkot,3.2,Cash Credit,7990924.0,1541338.0,No,No,Services-Rajkot,Services-Rajkot-BUYER3,6,0,11,0,1,2,84.2,92.3,63.6,15.22,17.6,-0.0,Standard,26178374.0,-14.6,2,16.6,0.683,3,0,2.4,Active,51.3,82.1,0,1109324.0,909496.0,0.509,0.409,40284.0,0,2,0.302,77.0,0.99,-0.356,590,7,2,2697777.0,1178813.0,11,2.8,13,-17.7,58.7,cash flow stress visible.,frequent promise to pay noted.,common email id linked to multiple applicants.,frequent promise to pay; EMI realised on due date.,stock statement matches book records; stock not matching book records.,0,0
